Name,Park Code,Region,State,lat,lng,Park Website,See Observations in iNaturalist
Hampton National Historic Site,HAMP,NER,MD,39.41660872,-76.58821007,https://www.nps.gov/HAMP/index.htm,http://www.inaturalist.org/observations?place_id=95225&subview=grid
Hawai'i Volcanoes National Park,HAVO,PWR,HI,19.37757748,-155.6028551,https://www.nps.gov/HAVO/index.htm,http://www.inaturalist.org/observations?place_id=7222&subview=grid
Herbert Hoover National Historic Site,HEHO,MWR,IA,41.66729293,-91.35149954,https://www.nps.gov/HEHO/index.htm,http://www.inaturalist.org/observations?place_id=95226&subview=grid
Horseshoe Bend National Military Park,HOBE,SER,AL,32.97668769,-85.73413618,https://www.nps.gov/HOBE/index.htm,http://www.inaturalist.org/observations?place_id=95227&subview=grid
Hopewell Culture National Historical Park,HOCU,MWR,OH,39.2793938,-83.13519508,https://www.nps.gov/HOCU/index.htm,http://www.inaturalist.org/observations?place_id=95221&subview=grid
Home of Franklin D Roosevelt National Historic Site,HOFR,NER,NY,41.76804119,-73.92671769,https://www.nps.gov/HOFR/index.htm,http://www.inaturalist.org/observations?place_id=95230&subview=grid
Hopewell Furnace National Historic Site,HOFU,NER,PA,40.2060723,-75.76811627,https://www.nps.gov/HOFU/index.htm,http://www.inaturalist.org/observations?place_id=95231&subview=grid
Homestead National Monument,HOME,MWR,NE,40.28799999,-96.83392498,https://www.nps.gov/HOME/index.htm,http://www.inaturalist.org/observations?place_id=95205&subview=grid
Honouliuli National Monument,HONO,PWR,HI,21.3881751,-158.057499,https://www.nps.gov/HONO/index.htm,http://www.inaturalist.org/observations?place_id=95233&subview=grid
Hot Springs National Park,HOSP,MWR,AR,34.51113731,-93.08972185,https://www.nps.gov/HOSP/index.htm,http://www.inaturalist.org/observations?place_id=56706&subview=grid
Hovenweep National Monument,HOVE,IMR,UT,37.383539,-109.0684513,https://www.nps.gov/HOVE/index.htm,http://www.inaturalist.org/observations?place_id=95235&subview=grid
Harry S Truman National Historic Site,HSTR,MWR,MO,38.90127496,-94.53066282,https://www.nps.gov/HSTR/index.htm,http://www.inaturalist.org/observations?place_id=95236&subview=grid
Hubbell Trading Post National Historic Site,HUTR,IMR,AZ,35.70727316,-109.5599516,https://www.nps.gov/HUTR/index.htm,http://www.inaturalist.org/observations?place_id=95237&subview=grid
Ice Age National Scenic Trail,IATR,MWR,WI,43.07758823,-89.6168989,https://www.nps.gov/IATR/index.htm,http://www.inaturalist.org/observations?place_id=97429&subview=grid
Illinois and Michigan Canal National Heritage Corridor,ILMI,MWR,IL,41.33074149,-88.48014499,https://www.nps.gov/ILMI/index.htm,http://www.inaturalist.org/observations?place_id=97430&subview=grid
Independence National Historical Park,INDE,NER,PA,39.9453737,-75.14692521,https://www.nps.gov/INDE/index.htm,http://www.inaturalist.org/observations?place_id=95238&subview=grid
Indiana Dunes National Lakeshore,INDU,MWR,IN,41.66141521,-87.03253334,https://www.nps.gov/INDU/index.htm,http://www.inaturalist.org/observations?place_id=95241&subview=grid
Isle Royale National Park,ISRO,MWR,MI,48.01095485,-88.82842252,https://www.nps.gov/ISRO/index.htm,http://www.inaturalist.org/observations?place_id=95245&subview=grid
James A. Garfield National Historic Site,JAGA,MWR,OH,41.66486548,-81.35086557,https://www.nps.gov/JAGA/index.htm,http://www.inaturalist.org/observations?place_id=95242&subview=grid
Jewel Cave National Monument,JECA,MWR,SD,43.7310286,-103.829994,https://www.nps.gov/JECA/index.htm,http://www.inaturalist.org/observations?place_id=95228&subview=grid
Jefferson National Expansion Memorial,JEFF,MWR,MO,38.6221161,-90.17562932,https://www.nps.gov/JEFF/index.htm,http://www.inaturalist.org/observations?place_id=95246&subview=grid
Thomas Jefferson Memorial,JEFM,NCR,DC,38.8810143,-77.03632573,https://www.nps.gov/JEFM/index.htm,http://www.inaturalist.org/observations?place_id=97432&subview=grid
Jean Lafitte National Historical Park and Preserve,JELA,SER,LA,29.81916125,-90.14721028,https://www.nps.gov/JELA/index.htm,http://www.inaturalist.org/observations?place_id=54005&subview=grid
Jimmy Carter National Historic Site,JICA,SER,GA,32.02631793,-84.43240803,https://www.nps.gov/JICA/index.htm,http://www.inaturalist.org/observations?place_id=95215&subview=grid
John Day Fossil Beds National Monument,JODA,PWR,OR,44.543136,-119.6343185,https://www.nps.gov/JODA/index.htm,http://www.inaturalist.org/observations?place_id=95248&subview=grid
"John D. Rockefeller, Jr. Memorial Parkway",JODR,IMR,WY,44.08869783,-110.7280424,https://www.nps.gov/JODR/index.htm,http://www.inaturalist.org/observations?place_id=95252&subview=grid
John Fitzgerald Kennedy National Historic Site,JOFI,NER,MA,42.34693694,-71.12323846,https://www.nps.gov/JOFI/index.htm,http://www.inaturalist.org/observations?place_id=95253&subview=grid
John F. Kennedy Center for Performing Arts,JOFK,NCR,DC,38.89594255,-77.05558703,https://www.nps.gov/JOFK/index.htm,http://www.inaturalist.org/observations?place_id=97434&subview=grid
Johnstown Flood National Memorial,JOFL,NER,PA,40.3449218,-78.77673481,https://www.nps.gov/JOFL/index.htm,http://www.inaturalist.org/observations?place_id=95254&subview=grid
John Muir National Historic Site,JOMU,PWR,CA,37.98263441,-122.13266,https://www.nps.gov/JOMU/index.htm,http://www.inaturalist.org/observations?place_id=5330&subview=grid
Joshua Tree National Park,JOTR,PWR,CA,33.82705237,-115.8601108,https://www.nps.gov/JOTR/index.htm,http://www.inaturalist.org/observations?place_id=3680&subview=grid
Kaloko-Honokohau National Historical Park,KAHO,PWR,HI,19.68082506,-156.0307196,https://www.nps.gov/KAHO/index.htm,http://www.inaturalist.org/observations?place_id=95255&subview=grid
Kalaupapa National Historical Park,KALA,PWR,HI,21.15464089,-156.9246498,https://www.nps.gov/KALA/index.htm,http://www.inaturalist.org/observations?place_id=95256&subview=grid
Katmai National Park,KATM,AKR,AK,58.56275321,-154.9796338,https://www.nps.gov/KATM/index.htm,http://www.inaturalist.org/observations?place_id=95257&subview=grid
Kenai Fjords National Park,KEFJ,AKR,AK,59.95320812,-149.8815245,https://www.nps.gov/KEFJ/index.htm,http://www.inaturalist.org/observations?place_id=95258&subview=grid
Kennesaw Mountain National Battlefield Park,KEMO,SER,GA,33.97805859,-84.57891656,https://www.nps.gov/KEMO/index.htm,http://www.inaturalist.org/observations?place_id=95249&subview=grid
Keweenaw National Historical Park,KEWE,MWR,MI,47.13815614,-88.56870596,https://www.nps.gov/KEWE/index.htm,http://www.inaturalist.org/observations?place_id=95229&subview=grid
Kings Canyon National Park,KICA,PWR,CA,36.89861451,-118.5872447,https://www.nps.gov/KICA/index.htm,http://www.inaturalist.org/observations?place_id=3378&subview=grid
Kings Mountain National Military Park,KIMO,SER,SC,35.13900554,-81.38978804,https://www.nps.gov/KIMO/index.htm,http://www.inaturalist.org/observations?place_id=95260&subview=grid
Klondike Gold Rush National Historical Park,KLGO,AKR,AK,59.63158703,-135.2926367,https://www.nps.gov/KLGO/index.htm,http://www.inaturalist.org/observations?place_id=95264&subview=grid
Knife River Indian Villages National Historic Site,KNRI,MWR,ND,47.36850054,-101.3920156,https://www.nps.gov/KNRI/index.htm,http://www.inaturalist.org/observations?place_id=95265&subview=grid
Kobuk Valley National Park,KOVA,AKR,AK,67.35336474,-159.1988853,https://www.nps.gov/KOVA/index.htm,http://www.inaturalist.org/observations?place_id=69115&subview=grid
Korean War Veterans Memorial,KOWA,NCR,DC,38.88792133,-77.04807734,https://www.nps.gov/KOWA/index.htm,http://www.inaturalist.org/observations?place_id=97436&subview=grid
Lava Beds National Monument,LABE,PWR,CA,41.75872643,-121.5178032,https://www.nps.gov/LABE/index.htm,http://www.inaturalist.org/observations?place_id=4512&subview=grid
Lake Chelan National Recreation Area,LACH,PWR,WA,48.38241796,-120.6999037,https://www.nps.gov/LACH/index.htm,http://www.inaturalist.org/observations?place_id=95266&subview=grid
Lake Clark National Park,LACL,AKR,AK,60.5472857,-153.2488147,https://www.nps.gov/LACL/index.htm,http://www.inaturalist.org/observations?place_id=69114&subview=grid
Lake Mead National Recreation Area,LAKE,PWR,NV,35.71471937,-114.6519029,https://www.nps.gov/LAKE/index.htm,http://www.inaturalist.org/observations?place_id=95269&subview=grid
Lake Meredith National Recreation Area,LAMR,IMR,TX,35.59585691,-101.6970984,https://www.nps.gov/LAMR/index.htm,http://www.inaturalist.org/observations?place_id=95271&subview=grid
Lake Roosevelt National Recreation Area,LARO,PWR,WA,47.9116375,-118.7151536,https://www.nps.gov/LARO/index.htm,http://www.inaturalist.org/observations?place_id=95272&subview=grid
Lassen Volcanic National Park,LAVO,PWR,CA,40.49378739,-121.4072048,https://www.nps.gov/LAVO/index.htm,http://www.inaturalist.org/observations?place_id=4509&subview=grid
Lewis and Clark National Historic Trail,LECL,MWR,NE,40.66418466,-95.83244759,https://www.nps.gov/LECL/index.htm,http://www.inaturalist.org/observations?place_id=95273&subview=grid
Lewis and Clark National Historical Park,LEWI,PWR,WA,46.28618254,-124.0676324,https://www.nps.gov/LEWI/index.htm,http://www.inaturalist.org/observations?place_id=95274&subview=grid
Little Bighorn Battlefield National Monument,LIBI,IMR,MT,45.56505379,-107.4286363,https://www.nps.gov/LIBI/index.htm,http://www.inaturalist.org/observations?place_id=95261&subview=grid
Lincoln Boyhood National Memorial,LIBO,MWR,IN,38.11816976,-86.99656863,https://www.nps.gov/LIBO/index.htm,http://www.inaturalist.org/observations?place_id=95222&subview=grid
Lincoln Home National Historic Site,LIHO,MWR,IL,39.79715641,-89.64513397,https://www.nps.gov/LIHO/index.htm,http://www.inaturalist.org/observations?place_id=95232&subview=grid
Lincoln Memorial,LINC,NCR,DC,38.88927229,-77.05017778,https://www.nps.gov/LINC/index.htm,http://www.inaturalist.org/observations?place_id=97437&subview=grid
Little River Canyon National Preserve,LIRI,SER,AL,34.4519056,-85.59724642,https://www.nps.gov/LIRI/index.htm,http://www.inaturalist.org/observations?place_id=95234&subview=grid
Longfellow National Historic Site,LONG,NER,MA,42.37698853,-71.12636956,https://www.nps.gov/LONG/index.htm,http://www.inaturalist.org/observations?place_id=95239&subview=grid
Lower Saint Croix National Scenic Riverway,LOSA,MWR,WI,45.34489814,-92.70445977,https://www.nps.gov/LOSA/index.htm,http://www.inaturalist.org/observations?place_id=97439&subview=grid
Lowell National Historical Park,LOWE,NER,MA,42.64646574,-71.33094285,https://www.nps.gov/LOWE/index.htm,http://www.inaturalist.org/observations?place_id=95244&subview=grid
Lyndon Baines Johnson Grove National Memorial,LYBA,NCR,DC,38.87858032,-77.0514583,https://www.nps.gov/LYBA/index.htm,http://www.inaturalist.org/observations?place_id=97438&subview=grid
Lyndon B. Johnson National Historical Park,LYJO,IMR,TX,30.25032439,-98.62166112,https://www.nps.gov/LYJO/index.htm,http://www.inaturalist.org/observations?place_id=95275&subview=grid
Mary McLeod Bethune Council House National Historic Site,MABE,NCR,DC,38.90818332,-77.03096513,https://www.nps.gov/MABE/index.htm,http://www.inaturalist.org/observations?place_id=97440&subview=grid
Marsh-Billings-Rockefeller National Historical Park,MABI,NER,VT,43.63382235,-72.53823839,https://www.nps.gov/MABI/index.htm,http://www.inaturalist.org/observations?place_id=55121&subview=grid
Mammoth Cave National Park,MACA,SER,KY,37.19758047,-86.13089476,https://www.nps.gov/MACA/index.htm,http://www.inaturalist.org/observations?place_id=72649&subview=grid
Martin Luther King Jr. National Historic Site,MALU,SER,GA,33.75492007,-84.3716933,https://www.nps.gov/MALU/index.htm,http://www.inaturalist.org/observations?place_id=95277&subview=grid
Manassas National Battlefield Park,MANA,NCR,VA,38.82077103,-77.53003926,https://www.nps.gov/MANA/index.htm,http://www.inaturalist.org/observations?place_id=97441&subview=grid
Manzanar National Historic Site,MANZ,PWR,CA,36.72559147,-118.1547178,https://www.nps.gov/MANZ/index.htm,http://www.inaturalist.org/observations?place_id=4513&subview=grid
Martin Van Buren National Historic Site,MAVA,NER,NY,42.36666376,-73.71529506,https://www.nps.gov/MAVA/index.htm,http://www.inaturalist.org/observations?place_id=95270&subview=grid
Maggie L. Walker National Historic Site,MAWA,NER,VA,37.54732825,-77.43674808,https://www.nps.gov/MAWA/index.htm,http://www.inaturalist.org/observations?place_id=95278&subview=grid
Mesa Verde National Park,MEVE,IMR,CO,37.22348339,-108.5009289,https://www.nps.gov/MEVE/index.htm,http://www.inaturalist.org/observations?place_id=69108&subview=grid
Minidoka National Historic Site,MIIN,PWR,WA,42.68068468,-114.2449294,https://www.nps.gov/MIIN/index.htm,http://www.inaturalist.org/observations?place_id=95283&subview=grid
Minute Man National Historical Park,MIMA,NER,MA,42.45340032,-71.29604682,https://www.nps.gov/MIMA/index.htm,http://www.inaturalist.org/observations?place_id=95279&subview=grid
Minuteman Missile National Historic Site,MIMI,MWR,SD,43.84457664,-101.9004328,https://www.nps.gov/MIMI/index.htm,http://www.inaturalist.org/observations?place_id=95143&subview=grid
Mississippi National River and Recreation Area,MISS,MWR,MN,44.77223486,-92.93011156,https://www.nps.gov/MISS/index.htm,http://www.inaturalist.org/observations?place_id=95153&subview=grid
Martin Luther King Jr Memorial,MLKM,NCR,DC,38.88628209,-77.04439707,https://www.nps.gov/MLKM/index.htm,http://www.inaturalist.org/observations?place_id=97445&subview=grid
Missouri National Recreation River,MNRR,MWR,SD,42.76717171,-97.07068502,https://www.nps.gov/MNRR/index.htm,http://www.inaturalist.org/observations?place_id=95154&subview=grid
Montezuma Castle National Monument,MOCA,IMR,AZ,34.61102059,-111.8366153,https://www.nps.gov/MOCA/index.htm,http://www.inaturalist.org/observations?place_id=95155&subview=grid
Moores Creek National Battlefield,MOCR,SER,NC,34.45820773,-78.11031132,https://www.nps.gov/MOCR/index.htm,http://www.inaturalist.org/observations?place_id=95158&subview=grid
Mojave National Preserve,MOJA,PWR,CA,35.11418232,-115.5143543,https://www.nps.gov/MOJA/index.htm,http://www.inaturalist.org/observations?place_id=3958&subview=grid
Monocacy National Battlefield,MONO,NCR,MD,39.35769765,-77.40246951,https://www.nps.gov/MONO/index.htm,http://www.inaturalist.org/observations?place_id=97466&subview=grid
Mount Rainier National Park,MORA,PWR,WA,46.86060444,-121.7043729,https://www.nps.gov/MORA/index.htm,http://www.inaturalist.org/observations?place_id=8838&subview=grid
Morristown National Historical Park,MORR,NER,NJ,40.76780365,-74.53749376,https://www.nps.gov/MORR/index.htm,http://www.inaturalist.org/observations?place_id=95280&subview=grid
Mount Rushmore National Memorial,MORU,MWR,SD,43.88036924,-103.4525188,https://www.nps.gov/MORU/index.htm,http://www.inaturalist.org/observations?place_id=95281&subview=grid
Muir Woods National Monument,MUWO,PWR,CA,37.89846858,-122.583964,https://www.nps.gov/MUWO/index.htm,http://www.inaturalist.org/observations?place_id=5603&subview=grid
Natural Bridges National Monument,NABR,IMR,UT,37.60452811,-110.0022454,https://www.nps.gov/NABR/index.htm,http://www.inaturalist.org/observations?place_id=95285&subview=grid
National Capital Parks,NACA,NCR,DC,39.06319291,-76.83522058,https://www.nps.gov/NACA/index.htm,http://www.inaturalist.org/observations?place_id=97469&subview=grid
National Capital Parks - East,NACE,NCR,DC,38.87756927,-76.94934656,https://www.nps.gov/NACE/index.htm,http://www.inaturalist.org/observations?place_id=97444&subview=grid
National Mall,NAMA,NCR,DC,38.88986603,-77.02278438,https://www.nps.gov/NAMA/index.htm,http://www.inaturalist.org/observations?place_id=97400&subview=grid
Natchez National Historical Park,NATC,SER,MS,31.54301947,-91.38244977,https://www.nps.gov/NATC/index.htm,http://www.inaturalist.org/observations?place_id=95206&subview=grid
Natchez Trace Parkway and National Scenic Trail,NATR,SER,AL,32.87003986,-89.65421359,https://www.nps.gov/NATR/index.htm,
Navajo National Monument,NAVA,IMR,AZ,36.68549118,-110.5362565,https://www.nps.gov/NAVA/index.htm,http://www.inaturalist.org/observations?place_id=95286&subview=grid
New Bedford Whaling National Historical Park,NEBE,NER,MA,41.63564794,-70.92319615,https://www.nps.gov/NEBE/index.htm,http://www.inaturalist.org/observations?place_id=95196&subview=grid
Nez Perce National Historical Park,NEPE,PWR,WA,45.79427929,-116.2780221,https://www.nps.gov/NEPE/index.htm,http://www.inaturalist.org/observations?place_id=95197&subview=grid
New River Gorge National River,NERI,NER,VA,37.84026469,-80.98970436,https://www.nps.gov/NERI/index.htm,http://www.inaturalist.org/observations?place_id=95209&subview=grid
Nicodemus National Historic Site,NICO,MWR,KS,39.39038861,-99.61787258,https://www.nps.gov/NICO/index.htm,http://www.inaturalist.org/observations?place_id=95217&subview=grid
Niobrara National Scenic River,NIOB,MWR,NE,42.72586213,-99.63194158,https://www.nps.gov/NIOB/index.htm,http://www.inaturalist.org/observations?place_id=95218&subview=grid
Ninety Six National Historic Site,NISI,SER,SC,34.1427351,-82.01636093,https://www.nps.gov/NISI/index.htm,http://www.inaturalist.org/observations?place_id=95287&subview=grid
Noatak National Preserve,NOAT,AKR,AK,68.18143909,-159.3944863,https://www.nps.gov/NOAT/index.htm,http://www.inaturalist.org/observations?place_id=95288&subview=grid
North Cascades National Park,NOCA,PWR,WA,48.83319999,-121.3466097,https://www.nps.gov/NOCA/index.htm,http://www.inaturalist.org/observations?place_id=97435&subview=grid
National Park of American Samoa National Park,NPSA,PWR,AS,-14.23749053,-169.4526019,https://www.nps.gov/NPSA/index.htm,http://www.inaturalist.org/observations?place_id=73645&subview=grid
Obed Wild and Scenic River,OBRI,SER,TN,36.08458016,-84.72244778,https://www.nps.gov/OBRI/index.htm,http://www.inaturalist.org/observations?place_id=95293&subview=grid
Ocmulgee National Monument,OCMU,SER,GA,32.83973829,-83.59675984,https://www.nps.gov/OCMU/index.htm,http://www.inaturalist.org/observations?place_id=65448&subview=grid
Olympic National Park,OLYM,PWR,WA,47.79456549,-123.6183453,https://www.nps.gov/OLYM/index.htm,http://www.inaturalist.org/observations?place_id=69094&subview=grid
Oregon Caves National Monument,ORCA,PWR,OR,42.1031365,-123.4016405,https://www.nps.gov/ORCA/index.htm,http://www.inaturalist.org/observations?place_id=95292&subview=grid
Organ Pipe Cactus National Monument,ORPI,IMR,AZ,32.03570575,-112.8572827,https://www.nps.gov/ORPI/index.htm,http://www.inaturalist.org/observations?place_id=95295&subview=grid
Ozark National Scenic Riverway,OZAR,MWR,MO,37.14716237,-91.19602596,https://www.nps.gov/OZAR/index.htm,http://www.inaturalist.org/observations?place_id=95296&subview=grid
Palo Alto Battlefield National Historical Park,PAAL,IMR,TX,26.02474215,-97.4627218,https://www.nps.gov/PAAL/index.htm,http://www.inaturalist.org/observations?place_id=95297&subview=grid
Pennsylvania Avenue National Historic Site,PAAV,NCR,DC,38.89281849,-77.0177561,https://www.nps.gov/PAAV/index.htm,http://www.inaturalist.org/observations?place_id=97424&subview=grid
Paterson Great Falls National Historical Park,PAGR,NER,NJ,40.91589777,-74.18022529,https://www.nps.gov/PAGR/index.htm,http://www.inaturalist.org/observations?place_id=95298&subview=grid
Padre Island National Seashore,PAIS,IMR,TX,26.70366538,-97.34068068,https://www.nps.gov/PAIS/index.htm,http://www.inaturalist.org/observations?place_id=95300&subview=grid
Pecos National Historical Park,PECO,IMR,NM,35.54978457,-105.690831,https://www.nps.gov/PECO/index.htm,http://www.inaturalist.org/observations?place_id=81179&subview=grid
Petrified Forest National Park,PEFO,IMR,AZ,34.98864305,-109.6747177,https://www.nps.gov/PEFO/index.htm,http://www.inaturalist.org/observations?place_id=57573&subview=grid
Pea Ridge National Military Park,PERI,MWR,AR,36.45477996,-94.03444522,https://www.nps.gov/PERI/index.htm,http://www.inaturalist.org/observations?place_id=95302&subview=grid
Petersburg National Battlefield,PETE,NER,VA,37.22799503,-77.36301724,https://www.nps.gov/PETE/index.htm,http://www.inaturalist.org/observations?place_id=95306&subview=grid
Petroglyph National Monument,PETR,IMR,NM,35.13426644,-106.7522431,https://www.nps.gov/PETR/index.htm,http://www.inaturalist.org/observations?place_id=95307&subview=grid
Perry's Victory and International Peace Memorial,PEVI,MWR,OH,41.65379041,-82.81190443,https://www.nps.gov/PEVI/index.htm,http://www.inaturalist.org/observations?place_id=95308&subview=grid
Hohokam Pima National Monument,PIMA,IMR,AZ,33.18713816,-111.9192739,https://www.nps.gov/PIMA/index.htm,http://www.inaturalist.org/observations?place_id=95243&subview=grid
Pinnacles National Park,PINN,PWR,CA,36.49021462,-121.1809924,https://www.nps.gov/PINN/index.htm,http://www.inaturalist.org/observations?place_id=5737&subview=grid
Pipestone National Monument,PIPE,MWR,MN,44.01351938,-96.32475523,https://www.nps.gov/PIPE/index.htm,http://www.inaturalist.org/observations?place_id=82851&subview=grid
Pictured Rocks National Lakeshore,PIRO,MWR,MI,46.51352837,-86.46694927,https://www.nps.gov/PIRO/index.htm,http://www.inaturalist.org/observations?place_id=95250&subview=grid
Piscataway Park,PISC,NCR,MD,38.68388278,-77.05511417,https://www.nps.gov/PISC/index.htm,http://www.inaturalist.org/observations?place_id=97465&subview=grid
Pipe Spring National Monument,PISP,IMR,AZ,36.86282664,-112.7398567,https://www.nps.gov/PISP/index.htm,http://www.inaturalist.org/observations?place_id=95251&subview=grid
Port Chicago Naval Magazine National Memorial,POCH,PWR,CA,38.05685471,-122.0301603,https://www.nps.gov/POCH/index.htm,http://www.inaturalist.org/observations?place_id=95240&subview=grid
Poverty Point National Monument,POPO,SER,LA,32.63529845,-91.40874101,https://www.nps.gov/POPO/index.htm,http://www.inaturalist.org/observations?place_id=95247&subview=grid
Point Reyes National Seashore,PORE,PWR,CA,38.05500555,-122.8797044,https://www.nps.gov/PORE/index.htm,http://www.inaturalist.org/observations?place_id=5781&subview=grid
Presidio of San Francisco,PRSF,PWR,CA,37.79703697,-122.467126,https://www.nps.gov/PRSF/index.htm,http://www.inaturalist.org/observations?place_id=97447&subview=grid
Prince William Forest Park,PRWI,NCR,VA,38.57850513,-77.39112608,https://www.nps.gov/PRWI/index.htm,http://www.inaturalist.org/observations?place_id=97468&subview=grid
Pu'ukohola Heiau National Historic Site,PUHE,PWR,HI,20.02772183,-155.8211629,https://www.nps.gov/PUHE/index.htm,http://www.inaturalist.org/observations?place_id=72770&subview=grid
Pu'uhonua o Honaunau National Historical Park,PUHO,PWR,HI,19.40903135,-155.8996777,https://www.nps.gov/PUHO/index.htm,http://www.inaturalist.org/observations?place_id=95259&subview=grid
Pullman National Monument,PULL,MWR,IL,41.69429163,-87.60873824,https://www.nps.gov/PULL/index.htm,http://www.inaturalist.org/observations?place_id=95262&subview=grid
Rainbow Bridge National Monument,RABR,IMR,UT,37.07788763,-110.9655099,https://www.nps.gov/RABR/index.htm,http://www.inaturalist.org/observations?place_id=95263&subview=grid
Redwood National Park,REDW,PWR,CA,41.37133097,-124.0316551,https://www.nps.gov/REDW/index.htm,http://www.inaturalist.org/observations?place_id=6021&subview=grid
Richmond National Battlefield Park,RICH,NER,VA,37.57661115,-77.28293615,https://www.nps.gov/RICH/index.htm,http://www.inaturalist.org/observations?place_id=95267&subview=grid
Rio Grande Wild and Scenic River,RIGR,IMR,TX,29.75755733,-102.5289706,https://www.nps.gov/RIGR/index.htm,http://www.inaturalist.org/observations?place_id=95268&subview=grid
River Raisin National Battlefield Park,RIRA,MWR,MI,41.91291082,-83.37620463,https://www.nps.gov/RIRA/index.htm,http://www.inaturalist.org/observations?place_id=95276&subview=grid
Rock Creek Park,ROCR,NCR,DC,38.96274064,-77.04605847,https://www.nps.gov/ROCR/index.htm,http://www.inaturalist.org/observations?place_id=97467&subview=grid
Ross Lake National Recreation Area,ROLA,PWR,WA,48.70586052,-121.1727833,https://www.nps.gov/ROLA/index.htm,http://www.inaturalist.org/observations?place_id=95282&subview=grid
Rocky Mountain National Park,ROMO,IMR,CO,40.35565995,-105.697769,https://www.nps.gov/ROMO/index.htm,http://www.inaturalist.org/observations?place_id=49676&subview=grid
Rosie the Riveter/World War II Home Front National Historical Park,RORI,PWR,CA,37.9086682,-122.366535,https://www.nps.gov/RORI/index.htm,http://www.inaturalist.org/observations?place_id=95284&subview=grid
Roger Williams National Memorial,ROWI,NER,RI,41.82989549,-71.41056665,https://www.nps.gov/ROWI/index.htm,http://www.inaturalist.org/observations?place_id=95299&subview=grid
Ronald Reagan Boyhood Home National Historic Site,RRBH,MWR,IL,41.83621267,-89.48053115,https://www.nps.gov/RRBH/index.htm,http://www.inaturalist.org/observations?place_id=97448&subview=grid
Russell Cave National Monument,RUCA,SER,AL,34.97083923,-85.81858648,https://www.nps.gov/RUCA/index.htm,http://www.inaturalist.org/observations?place_id=95301&subview=grid
San Antonio Missions National Historical Park,SAAN,IMR,TX,29.33273056,-98.45466742,https://www.nps.gov/SAAN/index.htm,http://www.inaturalist.org/observations?place_id=95303&subview=grid
Saint Croix National Scenic Riverway,SACN,MWR,WI,45.98021519,-91.57848434,https://www.nps.gov/SACN/index.htm,http://www.inaturalist.org/observations?place_id=95304&subview=grid
Saint Croix Island International Historic Site,SACR,NER,ME,45.12801161,-67.13302086,https://www.nps.gov/SACR/index.htm,http://www.inaturalist.org/observations?place_id=95305&subview=grid
San Francisco Maritime National Historical Park,SAFR,PWR,CA,37.81006647,-122.4244247,https://www.nps.gov/SAFR/index.htm,http://www.inaturalist.org/observations?place_id=95289&subview=grid
Saint-Gaudens National Historic Site,SAGA,NER,NH,43.50046879,-72.37403165,https://www.nps.gov/SAGA/index.htm,http://www.inaturalist.org/observations?place_id=95309&subview=grid
Saguaro National Park,SAGU,IMR,AZ,32.17893415,-110.6077205,https://www.nps.gov/SAGU/index.htm,http://www.inaturalist.org/observations?place_id=65739&subview=grid
Sagamore Hill National Historic Site,SAHI,NER,NY,40.88557279,-73.49668653,https://www.nps.gov/SAHI/index.htm,http://www.inaturalist.org/observations?place_id=90359&subview=grid
Saugus Iron Works National Historic Site,SAIR,NER,MA,42.46849928,-71.00775926,https://www.nps.gov/SAIR/index.htm,http://www.inaturalist.org/observations?place_id=95311&subview=grid
San Juan Island National Historical Park,SAJH,PWR,WA,48.462114,-123.0049793,https://www.nps.gov/SAJH/index.htm,http://www.inaturalist.org/observations?place_id=78789&subview=grid
San Juan National Historic Site,SAJU,SER,PR,18.46884349,-66.1174902,https://www.nps.gov/SAJU/index.htm,http://www.inaturalist.org/observations?place_id=95313&subview=grid
Salem Maritime National Historic Site,SAMA,NER,MA,42.51959897,-70.88683823,https://www.nps.gov/SAMA/index.htm,http://www.inaturalist.org/observations?place_id=95314&subview=grid
Santa Monica Mountains National Recreation Area,SAMO,PWR,CA,34.08377085,-118.7201796,https://www.nps.gov/SAMO/index.htm,http://www.inaturalist.org/observations?place_id=3730&subview=grid
Sand Creek Massacre National Historic Site,SAND,IMR,CO,38.56413439,-102.5169514,https://www.nps.gov/SAND/index.htm,http://www.inaturalist.org/observations?place_id=95315&subview=grid
Saint Paul's Church National Historic Site,SAPA,NER,NY,40.89283511,-73.82577277,https://www.nps.gov/SAPA/index.htm,http://www.inaturalist.org/observations?place_id=95310&subview=grid
Salinas Pueblo Missions National Monument,SAPU,IMR,NM,34.25942389,-106.0897997,https://www.nps.gov/SAPU/index.htm,http://www.inaturalist.org/observations?place_id=95316&subview=grid
Saratoga National Historical Park,SARA,NER,NY,42.994391,-73.63267353,https://www.nps.gov/SARA/index.htm,http://www.inaturalist.org/observations?place_id=95312&subview=grid
Salt River Bay National Historical Park,SARI,SER,VI,17.77908536,-64.75519358,https://www.nps.gov/SARI/index.htm,http://www.inaturalist.org/observations?place_id=95319&subview=grid
Scotts Bluff National Monument,SCBL,MWR,NE,41.8347614,-103.7072431,https://www.nps.gov/SCBL/index.htm,http://www.inaturalist.org/observations?place_id=95320&subview=grid
Sewall-Belmont House National Historic Site,SEBE,NCR,DC,38.89225166,-77.00361413,https://www.nps.gov/SEBE/index.htm,http://www.inaturalist.org/observations?place_id=97450&subview=grid
